annotator,title,comment_id,comment_text,context,stance_pro,stance_con,word_count
ai,Chrupalla: Keine Extremisten in AfD | Markus Lanz vom 06. Februar 2024,UgxoXqktuimS7hZUafF4AaABAg.A-W-9BpaDF7A-X1IllIsGa,"Was sagt der Verfassungsschutz zu ""Ratten"", womit offensichtlich die Bürger gemeint sind, die die AfD wählen!","Was sagt der Verfassungsschutz zu ""Rattenfänger"" 🤔🤷♀️",afd,verfassungsschutz,16
ai,Chrupalla: Keine Extremisten in AfD | Markus Lanz vom 06. Februar 2024,UgxoXqktuimS7hZUafF4AaABAg.A-W-9BpaDF7A-X3gV23l_2,Der Verfassungsschutz steckt mit den menschenschändern der altpartein unter einer decke !! alles VERBRECHERPACK!!!!,"Was sagt der Verfassungsschutz zu ""Rattenfänger"" 🤔🤷♀️",,verfassungsschutz,14
ai,Chrupalla: Keine Extremisten in AfD | Markus Lanz vom 06. Februar 2024,UgxoXqktuimS7hZUafF4AaABAg.A-W-9BpaDF7A-X5hsUljpK,"@user der Verfassungschutz ist dazu da, die opposition klein zu halten wie im moment die afd, was der chef auch schon ÖFFENTLICH gesagt hat. den clip findest du auch hier auf youtube.","Was sagt der Verfassungsschutz zu ""Rattenfänger"" 🤔🤷♀️",afd,verfassungsschutz,32
ai,Chrupalla: Keine Extremisten in AfD | Markus Lanz vom 06. Februar 2024,UgxoXqktuimS7hZUafF4AaABAg.A-W-9BpaDF7A-X6VpWDlT-,"Inlandsgeheimdienste haben immer die selben Aufgaben, wie die Geschichte uns zeigt. Ich sehe keinen Unterschied zum MfS@user","Was sagt der Verfassungsschutz zu ""Rattenfänger"" 🤔🤷♀️",,verfassungsschutz,17
ai,Chrupalla: Keine Extremisten in AfD | Markus Lanz vom 06. Februar 2024,UgxoXqktuimS7hZUafF4AaABAg.A-W-9BpaDF7A-X6XKVZMfW,"Inlandsgeheimdienste haben immer die selben Aufgaben, wie die Geschichte uns zeigt. Ich sehe keinen Unterschied zum MfS@user","Was sagt der Verfassungsschutz zu ""Rattenfänger"" 🤔🤷♀️",,verfassungsschutz,17
ai,Chrupalla: Keine Extremisten in AfD | Markus Lanz vom 06. Februar 2024,UgxoXqktuimS7hZUafF4AaABAg.A-W-9BpaDF7A-X90_TF29m,"@user alle Parteien sind demnach Rattenfänger, denn jeder versucht den Wähler zum wählen seiner Partei zu verlocken","Was sagt der Verfassungsschutz zu ""Rattenfänger"" 🤔🤷♀️",afd,verfassungsschutz,17
ai,Chrupalla: Keine Extremisten in AfD | Markus Lanz vom 06. Februar 2024,UgxoXqktuimS7hZUafF4AaABAg.A-W-9BpaDF7A-X9FsaCW0c,"❤️ Die Liebe zur Heimat ist wie... die Art, wie wir unsere Mutter und unseren Vater lieben! Wir respektieren das Land der Mutter und des Vaters von aller ... aber unser Land und Mutter,Kinder ist wichtiger ... wir lieben es unsere!Wir werden es niemandem geben, wir werden es nicht umtauschen... und wir werden nicht zulassen, dass jemand es verletzt... zerstört! 🇭🇺🤝🏻🇩🇪","Was sagt der Verfassungsschutz zu ""Rattenfänger"" 🤔🤷♀️",vaterlandsliebe,,61
ai,Chrupalla: Keine Extremisten in AfD | Markus Lanz vom 06. Februar 2024,UgxoXqktuimS7hZUafF4AaABAg.A-W-9BpaDF7A-X9d93GXb7,@user sie nicht von der AfD kommen. 3p,"Was sagt der Verfassungsschutz zu ""Rattenfänger"" 🤔🤷♀️",afd,verfassungsschutz,8
ai,Chrupalla: Keine Extremisten in AfD | Markus Lanz vom 06. Februar 2024,UgxoXqktuimS7hZUafF4AaABAg.A-W-9BpaDF7A-XCmcz0IYP,"Die 3000 Likes bestätigen, dass viele (vermutlich AfD Wähler) absolut keinen Plan von dem Verfassungsschutz und dem GG haben😂","Was sagt der Verfassungsschutz zu ""Rattenfänger"" 🤔🤷♀️",,afd,19
ai,Chrupalla: Keine Extremisten in AfD | Markus Lanz vom 06. Februar 2024,UgxoXqktuimS7hZUafF4AaABAg.A-W-9BpaDF7A-XE616k0Hx,"Der Verfassungsschutz ist damit beschäftigt gegen die ganzen offensichtlichen Rechtsradikalen Statements der AfD vorzugehen. Ich finde es auch gut, dass sie immer mehr in die Gänge kommen und teile der AfD als gesichert Rechtsextrem deklariert haben.","Was sagt der Verfassungsschutz zu ""Rattenfänger"" 🤔🤷♀️",verfassungsschutz,"afd, rechtsextremismus",36
ai,Chrupalla: Keine Extremisten in AfD | Markus Lanz vom 06. Februar 2024,UgxoXqktuimS7hZUafF4AaABAg.A-W-9BpaDF7A-XEKWZW7Rl,Der Verfassungsschutz ist empört und leitet sicherlich bald ein Amtsenthebungsverfahren ein ;-),"Was sagt der Verfassungsschutz zu ""Rattenfänger"" 🤔🤷♀️",,verfassungsschutz,12
ai,Chrupalla: Keine Extremisten in AfD | Markus Lanz vom 06. Februar 2024,UgxoXqktuimS7hZUafF4AaABAg.A-W-9BpaDF7A-XH78MfKeS,"Was hat der Verfassungsschutz denn damit zu tun? Manche Menschen sind wirklich unglaublich dumm. Es wundert mich manchmal wirklich nicht, dass manche Menschen so wenig haben, radikal werden, oder die AfD wählen.","Was sagt der Verfassungsschutz zu ""Rattenfänger"" 🤔🤷♀️",,afd,32
ai,Chrupalla: Keine Extremisten in AfD | Markus Lanz vom 06. Februar 2024,UgxoXqktuimS7hZUafF4AaABAg.A-W-9BpaDF7A-XHCKlvM_8,Die Glowies hier können die Frage ja mal beantworten. Weil es von links kommt (also dem andern links ) ist es vermutlich genehmigt worden!,"Was sagt der Verfassungsschutz zu ""Rattenfänger"" 🤔🤷♀️",,verfassungsschutz,24
ai,Chrupalla: Keine Extremisten in AfD | Markus Lanz vom 06. Februar 2024,UgxoXqktuimS7hZUafF4AaABAg.A-W-9BpaDF7A-XI4uCLlvN,"Claudia Roth: Deutschland, Du mieses Stück Scheiße!","Was sagt der Verfassungsschutz zu ""Rattenfänger"" 🤔🤷♀️",vaterlandsliebe,,7
ai,Chrupalla: Keine Extremisten in AfD | Markus Lanz vom 06. Februar 2024,UgxoXqktuimS7hZUafF4AaABAg.A-W-9BpaDF7A-XLKL4j4uU,"Wo liegt eigentlich das Problem mit diesem Ausdruck? Es wurde im Zusammenhang mit Rechtsextremismus verwendet. von der AfD hat in diesem Zusammenhang niemand gesprochen. Wie Herr Chrupalla feststellt, gibt es doch gar keine Rechtsextremen in der AfD. Also ist die AfD nicht gemeint. Und auch mit den Demos nicht, die sind ja auch gegen Rechtsextremismus. Also kann er doch aufhören, sich darüber aufregen, va. über den Rattenfänger oder das Aufwiegeln der Bevölkerung gegen Rechtsextremimus. Oder wohnt in ihm doch einer kleiner rechtsextremer Anteil, weshalb er sich vielleicht doch heimlich still und leise angesprochen fühlt? Nur so eine Vermutung...","Was sagt der Verfassungsschutz zu ""Rattenfänger"" 🤔🤷♀️",verfassungsschutz,"afd, rechtsextremismus",98
ai,Chrupalla: Keine Extremisten in AfD | Markus Lanz vom 06. Februar 2024,UgxoXqktuimS7hZUafF4AaABAg.A-W-9BpaDF7A-XNoBKil6y,"Lies den Artikel ""AfD-Zelle unterwandert den Verfassungsschutz"" mit 12 hohen Beamten, die der AfD angehören.","Was sagt der Verfassungsschutz zu ""Rattenfänger"" 🤔🤷♀️",,"afd, verfassungsschutz",15
ai,Chrupalla: Keine Extremisten in AfD | Markus Lanz vom 06. Februar 2024,UgxoXqktuimS7hZUafF4AaABAg.A-W-9BpaDF7A-XQ46Xtcw5,"Der Verfassungsschutz ist auf dem linken Auge und Ohr komplett blind und taub.
Warum? Weil er von einer linksextremen Innenministerin geführt wird.","Was sagt der Verfassungsschutz zu ""Rattenfänger"" 🤔🤷♀️",,verfassungsschutz,22
ai,Chrupalla: Keine Extremisten in AfD | Markus Lanz vom 06. Februar 2024,UgxoXqktuimS7hZUafF4AaABAg.A-W-9BpaDF7A-XV1bbitdP,Rattenfänger ist als Metapher gemeint. Ist Chrupalla echt so blöd und seine Wähler ? 🤔🥴,"Was sagt der Verfassungsschutz zu ""Rattenfänger"" 🤔🤷♀️",,afd,15
ai,Chrupalla: Keine Extremisten in AfD | Markus Lanz vom 06. Februar 2024,UgxoXqktuimS7hZUafF4AaABAg.A-W-9BpaDF7A-XW-vE8Llw,"Arno Gruen sagt in „Verratene Liebe, falsche Götter“ dazu folgendes: ""Immer wieder machen verzweifelte Menschen jene zu ihren Führern, ihren Göttern, die den Anschein von Stärke offerieren, aber im Grund leer und destruktiv sind."" Auf diese ""falschen Götter"" projizieren die Erniedrigten und Beleidigten dieser Welt ihre oft gewalttätigen Sehnsüchte.","Was sagt der Verfassungsschutz zu ""Rattenfänger"" 🤔🤷♀️",,afd,49
ai,Chrupalla: Keine Extremisten in AfD | Markus Lanz vom 06. Februar 2024,UgxoXqktuimS7hZUafF4AaABAg.A-W-9BpaDF7A-XZX-Rb3NZ,@user Wähler als Ratten bezeichnen? Ist das noch demokratisch?,"Was sagt der Verfassungsschutz zu ""Rattenfänger"" 🤔🤷♀️",afd,,9
ai,Chrupalla: Keine Extremisten in AfD | Markus Lanz vom 06. Februar 2024,UgxoXqktuimS7hZUafF4AaABAg.A-W-9BpaDF7A-XZmX2ixJ2,@user sitzt aktuell niemand von der AFD drin. Deine Aussage macht also keine Sinn.🙃,"Was sagt der Verfassungsschutz zu ""Rattenfänger"" 🤔🤷♀️",afd,,14
ai,Chrupalla: Keine Extremisten in AfD | Markus Lanz vom 06. Februar 2024,UgxoXqktuimS7hZUafF4AaABAg.A-W-9BpaDF7A-Xdwy2Mbbz,"""Rattenfänger"" ist keine Beleidigung, sondern eine Metapher ! Dieses Mindestmaß an Bildung solltest du schon haben, wenn du mitreden möchtest !","Was sagt der Verfassungsschutz zu ""Rattenfänger"" 🤔🤷♀️",,afd,21
ai,Chrupalla: Keine Extremisten in AfD | Markus Lanz vom 06. Februar 2024,UgxoXqktuimS7hZUafF4AaABAg.A-W-9BpaDF7A-XfLxmP6Zf,Der Nazi-Sprech ist ja kein Nazi-Sprech weil es einer von die Guten gesagt hat.,"Was sagt der Verfassungsschutz zu ""Rattenfänger"" 🤔🤷♀️",afd,,14
ai,Chrupalla: Keine Extremisten in AfD | Markus Lanz vom 06. Februar 2024,UgxoXqktuimS7hZUafF4AaABAg.A-W-9BpaDF7A-XfX_xJPNf,"Nichts, weil der Verfassungsschutz (ich Zitiere) nicht allein dafür Verantwortlich ist, die Umfragewerte der AfD zu senken. Dafür braucht es noch Lakaien aus den eigene Reihen und mit der Linksfaschistischen Gesinnung um dieses zu schaffen.","Was sagt der Verfassungsschutz zu ""Rattenfänger"" 🤔🤷♀️",afd,verfassungsschutz,35
ai,Lauterbach: Kiffen gefährlich - und bald erlaubt | Markus Lanz vom 08. Februar 2024,UgyX3itJYdUf9waqKid4AaABAg,Danke Lauterbach für ihre Geduld.,Danke Lauterbach für ihre Geduld.,karl lauterbach,,5
ai,Lauterbach: Kiffen gefährlich - und bald erlaubt | Markus Lanz vom 08. Februar 2024,UgyX3itJYdUf9waqKid4AaABAg.A-aBjA-it4KA-aF10n9ATB,"Hauptsache kiffen....Höhö Anzünden geht noch, der joint, oder?",Danke Lauterbach für ihre Geduld.,,cannabis-legalisierung,8
ai,Lauterbach: Kiffen gefährlich - und bald erlaubt | Markus Lanz vom 08. Februar 2024,UgyX3itJYdUf9waqKid4AaABAg.A-aBjA-it4KA-aFLnJoHLd,"Hauptsache sich mit 16 Jahren für 20 Euro ins Koma saufen oder? ist das besser?
ihr seid kasperle, denen die Argumente ausgehen und deswegen fällt euch nichts besseres ein.@user",Danke Lauterbach für ihre Geduld.,cannabis-legalisierung,,29
ai,Lauterbach: Kiffen gefährlich - und bald erlaubt | Markus Lanz vom 08. Februar 2024,UgyX3itJYdUf9waqKid4AaABAg.A-aBjA-it4KA-aFh3D_CYu,Kann man nicht oft genug sagen. Keine Ahnung wie der das aushält.,Danke Lauterbach für ihre Geduld.,karl lauterbach,,12
ai,Lauterbach: Kiffen gefährlich - und bald erlaubt | Markus Lanz vom 08. Februar 2024,UgyX3itJYdUf9waqKid4AaABAg.A-aBjA-it4KA-aIrY8dDP1,"@user zahlt ja alles der Steuerzahler 😂 👏 Bravo, ab und zu was verkaufen hast deutlich mehr wie wenn du arbeiten gehst naja wenigstens dann saubere Ware",Danke Lauterbach für ihre Geduld.,,cannabis-legalisierung,27
ai,Lauterbach: Kiffen gefährlich - und bald erlaubt | Markus Lanz vom 08. Februar 2024,UgyX3itJYdUf9waqKid4AaABAg.A-aBjA-it4KA-aJXOIRGxH,"Der hat sich davor safe ein durchgezogen, anders hätt der diese schwachsinnige diskussion doch gar nicht ertragen können lol.",Danke Lauterbach für ihre Geduld.,karl lauterbach,,19
ai,Lauterbach: Kiffen gefährlich - und bald erlaubt | Markus Lanz vom 08. Februar 2024,UgyX3itJYdUf9waqKid4AaABAg.A-aBjA-it4KA-aJuk9m65j,"@user Markus Lanz zu Polemisieren gehört zu den Standardaufgaben der AfdNazis. Solange die afdNazis der Kreml-Filiale AfD gegen Lanz hetzen,
macht *Lanz alles richtig...* 😁",Danke Lauterbach für ihre Geduld.,markus lanz,"afd, rechtsextremismus",25
ai,Lauterbach: Kiffen gefährlich - und bald erlaubt | Markus Lanz vom 08. Februar 2024,UgyX3itJYdUf9waqKid4AaABAg.A-aBjA-it4KA-aKHu8WIBK,@user hast du ne Ahnung....,Danke Lauterbach für ihre Geduld.,,karl lauterbach,5
ai,Lauterbach: Kiffen gefährlich - und bald erlaubt | Markus Lanz vom 08. Februar 2024,UgyX3itJYdUf9waqKid4AaABAg.A-aBjA-it4KA-aKTiJA4Un,"In der Tat. Meinen Respekt hat er. Für mich ist Alkohol die schädlichste Droge der Welt, rauchen die asozialste, weil man als Nichtraucher den Mist mit einatmen muss und THC die Dümmste. Alles Dinge die die Welt nicht braucht, aber sie sind nunmal da und Verbote fördern kriminelle Strukturen und füttern die Macht der Mafia. Es ist auch nicht zu vermitteln warum ein Erwachsener Mensch nicht selber entscheiden darf, ob er seinem Körper Schaden zufügen will oder nicht. Wenn es nach mir geht dann sollte man ALLES was es gibt in der Apo kaufen können. Ja mit Warnhinweis und Beipackzettel und manche Dinge ggf. auch erst nach einem einmaligen Beratungsgespräch. Um den Kriminellensumpf auszutrocknen. Menschen die Abhängig sind egal von was raus aus der ständigen Gefahr zu holen durch Verunreinigungen noch abhängiger zu werden oder zu sterben. Um Beschaffungskriminalität weitgehend unnötig zu machen. Das was Lauterbach da anstösst brauchen wir für alle Drogen. Portugal ist übrigens da sehr weit und die machen es am Besten IMHO mit ihrer Drogenpolitik. Zumindest bereits nachweisbar abhängige Menschen sollten das was sie brauchen auf Krankenschein bekommen, gemeinsam mit einem Therapieangebot. Den Menschen helfen, statt sie zu kriminalisieren und auf die Strasse zu treiben. Wenns nach mir geht würde man aber auch Zigaretten dann nur noch in der Apo bekommen und ein Werbeverbot für Alkohol und Zigaretten an allen öffentlichen Stellen, wie für andere Drogen auch.",Danke Lauterbach für ihre Geduld.,"cannabis-legalisierung, karl lauterbach",,231
ai,Lauterbach: Kiffen gefährlich - und bald erlaubt | Markus Lanz vom 08. Februar 2024,UgyX3itJYdUf9waqKid4AaABAg.A-aBjA-it4KA-aL3CzuIi1,"@user armes Deutschland
Feier nur der Feind… ihr Bürger seid hier das Problem..Regierung will nur die Statistik damit verschönern im Asyl Bereich kriminell usw mit dem Gesetz",Danke Lauterbach für ihre Geduld.,,"cannabis-legalisierung, migration",27
ai,Lauterbach: Kiffen gefährlich - und bald erlaubt | Markus Lanz vom 08. Februar 2024,UgyX3itJYdUf9waqKid4AaABAg.A-aBjA-it4KA-aNzPcJwU1,"Rauchen und Alkohol ist doch auch ab 18 Jahren Erlaubt, wo ist das Problem, schadet genau soviel oder sogar mehr",Danke Lauterbach für ihre Geduld.,cannabis-legalisierung,,20
ai,Lauterbach: Kiffen gefährlich - und bald erlaubt | Markus Lanz vom 08. Februar 2024,UgyX3itJYdUf9waqKid4AaABAg.A-aBjA-it4KA-aOU0l-hH3,@user das traurige da gibt euch ein Politiker ein kleinen Knochen u schon wird er gefeiert u gestern noch der Feind. Ihr Bürger seid das Haupt Problem eure Denkweise. Wäre in Australien nicht möglich aber auch andere Mentalität zum glück. Bei uns ist der von gestern auch übermorgen noch der Feind… scheinheilige,Danke Lauterbach für ihre Geduld.,,karl lauterbach,52
ai,Lauterbach: Kiffen gefährlich - und bald erlaubt | Markus Lanz vom 08. Februar 2024,UgyX3itJYdUf9waqKid4AaABAg.A-aBjA-it4KA-aP-hlgWDY,@user naja ihr bekommt von Politiker ein Knochen u feiert ihn… kein Wunder ist es in Deutschland so.. die wollen damit nur die asyl Kriminalität Statistik für tv usw senken u ihr macht mit ..Provo,Danke Lauterbach für ihre Geduld.,,"cannabis-legalisierung, migration",35
ai,Lauterbach: Kiffen gefährlich - und bald erlaubt | Markus Lanz vom 08. Februar 2024,UgyX3itJYdUf9waqKid4AaABAg.A-aBjA-it4KA-aRh6vO_uP,"@user Naja, es ging nur um Beleuchtung von Pro und Contras in Sachen legalisierung von Canabis.
Lauterbach und Lanz sind schon lange gute Kumpel. Übrigens: Markus Lanz zu Polemisieren gehört zu den Standardaufgaben der AfdNazis. Und solange die afdNazis der Kreml-Filiale AfD gegen Lanz hetzen,
macht Lanz alles richtig... 😁
Markus Lanz‘ ZDF-Talk gehört zu den erfolgreichsten Politikformaten in Deutschland, und das zurecht.",Danke Lauterbach für ihre Geduld.,markus lanz,"afd, rechtsextremismus",63
ai,Lauterbach: Kiffen gefährlich - und bald erlaubt | Markus Lanz vom 08. Februar 2024,UgyX3itJYdUf9waqKid4AaABAg.A-aBjA-it4KA-aS6Lumkh2,"@user Ist dir schon mal der Gedanke gekommen, dass nicht alle Menschen, die das Unrecht in der derzeitigen Gesetzgebung erkennen, Kiffer sein müssen? So wie man auch keine Frau sein muss, wenn man für Gleichberechtigung ist oder auch als Weiße gegen Rassismus eintreten kann. Was da passiert, ist ein himmelschreiendes Unrecht. Ich habe über 30 Jahre in der Suchthilfe gearbeitet und habe aus erster Hand erfahren, dass die Stigmatisierung und Prohibition ein größerer Feind sind als die Drogen selber.",Danke Lauterbach für ihre Geduld.,cannabis-legalisierung,,79
ai,Lauterbach: Kiffen gefährlich - und bald erlaubt | Markus Lanz vom 08. Februar 2024,UgyX3itJYdUf9waqKid4AaABAg.A-aBjA-it4KA-aTPmCxDBj,Schau mal weiter HDR nerd mit nem bier in der hand und labber nicht über zeug von dem du keine Ahnung hast 🤣ein weitaus größerer teil der Bürgergeldempfänger sind Alkis keine kiffer. @user,Danke Lauterbach für ihre Geduld.,cannabis-legalisierung,,33
ai,Lauterbach: Kiffen gefährlich - und bald erlaubt | Markus Lanz vom 08. Februar 2024,UgyX3itJYdUf9waqKid4AaABAg.A-aBjA-it4KA-aU53Wz90Y,"@user Würde sicher gut zum BIP und Steueraufkommen beitragen, wenn Cannabis wie Alk verkauft werden würde.",Danke Lauterbach für ihre Geduld.,cannabis-legalisierung,,16
ai,Lauterbach: Kiffen gefährlich - und bald erlaubt | Markus Lanz vom 08. Februar 2024,UgyX3itJYdUf9waqKid4AaABAg.A-aBjA-it4KA-aU9rOIm3v,@user Aha? Und wieviele der Alkis?,Danke Lauterbach für ihre Geduld.,cannabis-legalisierung,,6
ai,Lauterbach: Kiffen gefährlich - und bald erlaubt | Markus Lanz vom 08. Februar 2024,UgyX3itJYdUf9waqKid4AaABAg.A-aBjA-it4KA-aUwktICmW,@user du feierst den Feind weil er dir die Hand gibt..kein Wunder geht DE unter. Ihr feiert ihren neuen Trick dem Volk gegenüber u bekommt es nicht mit..naja blödes thc gel,Danke Lauterbach für ihre Geduld.,,"cannabis-legalisierung, karl lauterbach",31
ai,Lauterbach: Kiffen gefährlich - und bald erlaubt | Markus Lanz vom 08. Februar 2024,UgyX3itJYdUf9waqKid4AaABAg.A-aBjA-it4KA-aVXeg8RSf,Ja man der braucht echt ne lange Lunte bei den Gesprächspartnern.,Danke Lauterbach für ihre Geduld.,karl lauterbach,,11
ai,Lauterbach: Kiffen gefährlich - und bald erlaubt | Markus Lanz vom 08. Februar 2024,UgyX3itJYdUf9waqKid4AaABAg.A-aBjA-it4KA-aWObNGsKi,Solche dumme Kritik much man ja aushalten.,Danke Lauterbach für ihre Geduld.,karl lauterbach,,7
ai,Lauterbach: Kiffen gefährlich - und bald erlaubt | Markus Lanz vom 08. Februar 2024,UgyX3itJYdUf9waqKid4AaABAg.A-aBjA-it4KA-aWoutXA4p,"@user 89% der 2,81 millionen Arbeitslosen Kiffen also ja ? Also auch deine Mutter, deine 2 Väter und Du + 3 von 4 von deinen Kindern ? Da merkt man wie Dumm diese Aussage einfach ist ;) geh AFD wählen brauner .",Danke Lauterbach für ihre Geduld.,,"afd, rechtsextremismus",42
ai,Lauterbach: Kiffen gefährlich - und bald erlaubt | Markus Lanz vom 08. Februar 2024,UgyX3itJYdUf9waqKid4AaABAg.A-aBjA-it4KA-aZBX1Ptb8,❤,Danke Lauterbach für ihre Geduld.,karl lauterbach,,1
ai,Lauterbach: Kiffen gefährlich - und bald erlaubt | Markus Lanz vom 08. Februar 2024,UgyX3itJYdUf9waqKid4AaABAg.A-aBjA-it4KA-aZL6qIpw0,"unsinn ,unsinn@user",Danke Lauterbach für ihre Geduld.,,karl lauterbach,2
ai,Lauterbach: Kiffen gefährlich - und bald erlaubt | Markus Lanz vom 08. Februar 2024,UgyX3itJYdUf9waqKid4AaABAg.A-aBjA-it4KA-aaayW7QWU,@user genauso wie 90% aller Alkohol Konsumenten Arbeitslos sind.,Danke Lauterbach für ihre Geduld.,cannabis-legalisierung,,9
ai,Lauterbach: Kiffen gefährlich - und bald erlaubt | Markus Lanz vom 08. Februar 2024,UgyX3itJYdUf9waqKid4AaABAg.A-aBjA-it4KA-aatdg5HQ-,"@user dann liegt hier aber nicht das Problem am Thema der Legalisierung generell. das ist ein bürgergeldproblem, weil wir Deutschen gerne Geld verschenken. Ist ne andere stellschraube und irgendwo muss man halt mal anfangen",Danke Lauterbach für ihre Geduld.,cannabis-legalisierung,,34
ai,Lauterbach: Kiffen gefährlich - und bald erlaubt | Markus Lanz vom 08. Februar 2024,UgyX3itJYdUf9waqKid4AaABAg.A-aBjA-it4KA-abqkyd2G6,"Der ""Impfclown"" auf Droge - uns bleibt uns auch nichts erspart...;-)",Danke Lauterbach für ihre Geduld.,,karl lauterbach,11
ai,Lauterbach: Kiffen gefährlich - und bald erlaubt | Markus Lanz vom 08. Februar 2024,UgyX3itJYdUf9waqKid4AaABAg.A-aBjA-it4KA-abrkoFEiF,"@user schadet es mehr? Mehr Konsumenten, mehr geschädigte.... ist erstmal logisch. Oder ? Ansonsten erklären Sie mal....",Danke Lauterbach für ihre Geduld.,,cannabis-legalisierung,17
ai,Lauterbach: Kiffen gefährlich - und bald erlaubt | Markus Lanz vom 08. Februar 2024,UgyX3itJYdUf9waqKid4AaABAg.A-aBjA-it4KA-afDT4S9Kq,"Der ist bei jedem Thema so.
Kommt vom Gifteln.",Danke Lauterbach für ihre Geduld.,,karl lauterbach,9
ai,Lauterbach: Kiffen gefährlich - und bald erlaubt | Markus Lanz vom 08. Februar 2024,UgyX3itJYdUf9waqKid4AaABAg.A-aBjA-it4KA-ajeBDhrXr,Steckt halt viel Geld drin ....,Danke Lauterbach für ihre Geduld.,,"cannabis-legalisierung, karl lauterbach",6
ai,Lauterbach: Kiffen gefährlich - und bald erlaubt | Markus Lanz vom 08. Februar 2024,UgyX3itJYdUf9waqKid4AaABAg.A-aBjA-it4KA-ansFtJHiu,"Unfassbar, dass dieser Mann noch was zu melden hat!?! Ich kann es echt nicht verstehen....
Aber obwohl, wenn ich mir hier manch Kommentare durchlese....🤦",Danke Lauterbach für ihre Geduld.,,karl lauterbach,24
ai,Lauterbach: Kiffen gefährlich - und bald erlaubt | Markus Lanz vom 08. Februar 2024,UgyX3itJYdUf9waqKid4AaABAg.A-aBjA-it4KA-aoiKZsxtq,Danke für die Schmerzen. Wo ist das Schmerzensgeld?? Auch für die Grunderhaltungen des Volkes der Nation.,Danke Lauterbach für ihre Geduld.,,karl lauterbach,16
ai,Lauterbach: Kiffen gefährlich - und bald erlaubt | Markus Lanz vom 08. Februar 2024,UgyX3itJYdUf9waqKid4AaABAg.A-aBjA-it4KA-aq9qppbxu,Danke Dr.Mängele...,Danke Lauterbach für ihre Geduld.,,karl lauterbach,2
ai,Lauterbach: Kiffen gefährlich - und bald erlaubt | Markus Lanz vom 08. Februar 2024,UgyX3itJYdUf9waqKid4AaABAg.A-aBjA-it4KA-ardwu8fs3,"Ich mag Herrn L. überhaupt nicht ( und ich werde mir ( FUCK STAATS TV nicht bis zum Ende anschauen )
In Punkt Gras gebe ich Ihm recht ( gut bin kein Konsument ) Wie sieht es aktuell aus Berlin zum Teil 15 Gramm kein Problem , in Bayern 15 Gramm großes Problem .
( Fuck Alkohol ) an jeder Ecke verfügbar richtet wohl mir mehr Schaden an .
Auch ein Punkt an dem man arbeiten kann",Danke Lauterbach für ihre Geduld.,cannabis-legalisierung,"karl lauterbach, oeffentlich-rechtlicher rundfunk",77
ai,Lauterbach: Kiffen gefährlich - und bald erlaubt | Markus Lanz vom 08. Februar 2024,UgyX3itJYdUf9waqKid4AaABAg.A-aBjA-it4KA-atwzfD4OV,"@user Also ich arbeite bei einem renommierten deutschen Automobilhersteller, verdiene knapp 150k €/Jahr und rauche gerne am Wochenende einen Joint.
Wie läuft dein leben so?",Danke Lauterbach für ihre Geduld.,cannabis-legalisierung,,25
ai,Lauterbach: Kiffen gefährlich - und bald erlaubt | Markus Lanz vom 08. Februar 2024,UgyX3itJYdUf9waqKid4AaABAg.A-aBjA-it4KA-auPoNqxD6,"Die Kommentare Zeugen halt von kiffern. Wowow Drogen, kiffen wäähääää....eure vorfahren waren keine Menschenaffen....zu hoch entwickelt...",Danke Lauterbach für ihre Geduld.,,cannabis-legalisierung,16
ai,Lauterbach: Kiffen gefährlich - und bald erlaubt | Markus Lanz vom 08. Februar 2024,UgyX3itJYdUf9waqKid4AaABAg.A-aBjA-it4KA-auXzJWZsQ,"@user Weil die Substanzen viel toxischer sind? Nikotin ist eines der stärksten Nervengifte. Der Suchtfaktor und die Schädigungen an den Organen und Gewebe sind einfach um ein vielfaches höher.
Alkohol ebenso, extremes Suchtpotential, vor allem auch körperlich (Entzug kann tödlich sein).
Cannabis, gefährdungspotential kommt vor allem von dem Rauchprozess und hat daher eine hohe Überschneidung mit Nikotin, dadurch das es mit verwendet wird. Über einen Vaporizer ist das Gefährdungspotential rein auf physischer Ebene.
Dazu hat Cannabis nur eine psychische Abhängigkeit und keine körperliche. Die toxische Dosis (der Wert der Menge wann ein Gift tödlich ist) bei Cannabis ist rein theoretisch und kann nicht erreicht werden, daher gibt es keine Toten durch eine Überdosis, ganz anders als bei Alkohol und Nikotin.",Danke Lauterbach für ihre Geduld.,cannabis-legalisierung,,120
ai,Lauterbach: Kiffen gefährlich - und bald erlaubt | Markus Lanz vom 08. Februar 2024,UgyX3itJYdUf9waqKid4AaABAg.A-aBjA-it4KA-av01mXHhX,"@user wieso sollte wer Bein Staat kaufen, wenn er gutes Zeug für 6-8€/g bekommt? Das sollen die selber konsumieren. Reicht mir, 2x25g/am Mann für eine Woche, 2000€/woche, netto. Einsatz für 50g 300 Euro für 2x25g Eigenbedarf. Uhhhhh der Verkauf ist aber strafbar, dududu denk dran...🤣🤣🤣. Was sknd das für eierlose...wobei bei der Wählerschaft....Alkohol mach birne hohl mit kiffen dann Rauch, in hohler birne 🍐",Danke Lauterbach für ihre Geduld.,,cannabis-legalisierung,64
